CONSECUTIVO,LETRA,CATALOG_KEY,NOMBRE,CODIGOX,LSEX,LINF,LSUP,TRIVIAL,ERRADICADO,N_INTER,NIN,NINMTOBS,COD_SIT_LESION,NO_CBD,CBD,NO_APH,AF_PRIN,DIA_SIS,CLAVE_PROGRAMA_SIS,COD_COMPLEMEN_MORBI,DEF_FETAL_CM,DEF_FETAL_CBD,CLAVE_CAPITULO,CAPITULO,LISTA1,GRUPO1,LISTA5,RUBRICA_TYPE,YEAR_MODIFI,YEAR_APLICACION,VALID,PRINMORTA,PRINMORBI,LM_MORBI,LM_MORTA,LGBD165,LOMSBECK,LGBD190,NOTDIARIA,NOTSEMANAL,SISTEMA_ESPECIAL,BIRMM,CVE_CAUSA_TYPE,CAUSA_TYPE,EPI_MORTA,EDAS_E_IRAS_EN_M5,CSVE_MATERNAS_SEED_EPID,EPI_MORTA_M5,EPI_MORBI,DEF_MATERNAS,ES_CAUSES,NUM_CAUSES,ES_SUIVE_MORTA,ES_SUIVE_MORB,EPI_CLAVE,EPI_CLAVE_DESC,ES_SUIVE_NOTIN,ES_SUIVE_EST_EPI,ES_SUIVE_EST_BROTE,SINAC,PRIN_SINAC,PRIN_SINAC_GRUPO,DESCRIPCION_SINAC_GRUPO,PRIN_SINAC_SUBGRUPO,DESCRIPCION_SINAC_SUBGRUPO,DAGA,ASTERISCO
1502,D,D035,"MELANOMA IN SITU DEL TRONCO",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1503,D,D036,"MELANOMA IN SITU DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1504,D,D037,"MELANOMA IN SITU DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1505,D,D038,"MELANOMA IN SITU DE OTROS SITIOS",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1506,D,D039,"MELANOMA IN SITU, SITIO NO ESPECIFICADO",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1507,D,D04,"CARCINOMA IN SITU DE LA PIEL",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,NO,NO,NO,25,NO,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
1508,D,D040,"CARCINOMA IN SITU DE LA PIEL DEL LABIO",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1509,D,D041,"CARCINOMA IN SITU DE LA PIEL DEL PÁRPADO Y DE LA COMISURA PALPEBRAL",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1510,D,D042,"CARCINOMA IN SITU DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1511,D,D043,"CARCINOMA IN SITU DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1512,D,D044,"CARCINOMA IN SITU DE LA PIEL DEL CUERO CABELLUDO Y CUELLO",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1513,D,D045,"CARCINOMA IN SITU DE LA PIEL DEL TRONCO",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1514,D,D046,"CARCINOMA IN SITU DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1515,D,D047,"CARCINOMA IN SITU DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1516,D,D048,"CARCINOMA IN SITU DE LA PIEL DE OTROS SITIOS ESPECIFICADOS",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1517,D,D049,"CARCINOMA IN SITU DE LA PIEL, SITIO NO ESPECIFICADO",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1518,D,D05,"CARCINOMA IN SITU DE LA MAMA",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,NO,NO,NO,25,NO,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
1519,D,D050,"CARCINOMA IN SITU LOBULAR",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1520,D,D051,"CARCINOMA IN SITU INTRACANALICULAR",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1521,D,D057,"OTROS CARCINOMAS IN SITU DE LA MAMA",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1522,D,D059,"CARCINOMA IN SITU DE LA MAMA, PARTE NO ESPECIFICADA",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1523,D,D06,"CARCINOMA IN SITU DEL CUELLO DEL ÚTERO",NO,2,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",047,026,089,NO,NO,NO,SI,050,050,NO,NO,NO,25,NO,NO,SI,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,000,NO,NO,NO,NO,NO,NO
1524,D,D060,"CARCINOMA IN SITU DEL ENDOCÉRVIX",NO,2,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,089,NO,NO,NO,SI,050,050,16A,16A,79,25,79,NO,SI,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,118,"DISPLASIA CERVICAL SEVERA Y CACU IN SITU",NO,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
1525,D,D061,"CARCINOMA IN SITU DEL EXOCÉRVIX",NO,2,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,089,NO,NO,NO,SI,050,050,16A,16A,79,25,79,NO,SI,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,118,"DISPLASIA CERVICAL SEVERA Y CACU IN SITU",NO,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
1526,D,D067,"CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DEL CUELLO DEL ÚTERO",NO,2,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,089,NO,NO,NO,SI,050,050,16A,16A,79,25,79,NO,SI,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,118,"DISPLASIA CERVICAL SEVERA Y CACU IN SITU",NO,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
1527,D,D069,"CARCINOMA IN SITU DEL CUELLO DEL ÚTERO, PARTE NO ESPECIFICADA",NO,2,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,089,NO,NO,NO,SI,050,050,16A,16A,79,25,79,NO,SI,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,118,"DISPLASIA CERVICAL SEVERA Y CACU IN SITU",NO,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
1528,D,D07,"CARCINOMA IN SITU DE OTROS ÓRGANOS GENITALES Y DE LOS NO ESPECIFICADOS",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,NO,NO,NO,25,NO,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
1529,D,D070,"CARCINOMA IN SITU DEL ENDOMETRIO",NO,2,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1530,D,D071,"CARCINOMA IN SITU DE LA VULVA",NO,2,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1531,D,D072,"CARCINOMA IN SITU DE LA VAGINA",NO,2,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1532,D,D073,"CARCINOMA IN SITU DE OTROS SITIOS DE ÓRGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS",NO,2,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1533,D,D074,"CARCINOMA IN SITU DEL PENE",NO,1,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1534,D,D075,"CARCINOMA IN SITU DE LA PRÓSTATA",NO,1,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1535,D,D076,"CARCINOMA IN SITU DE OTROS ÓRGANOS GENITALES MASCULINOS Y DE LOS NO ESPECIFICADOS",NO,1,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1536,D,D09,"CARCINOMA IN SITU DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,NO,NO,NO,25,NO,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
1537,D,D090,"CARCINOMA IN SITU DE LA VEJIGA",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1538,D,D091,"CARCINOMA IN SITU DE OTROS ÓRGANOS URINARIOS Y DE LOS NO ESPECIFICADOS",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1539,D,D092,"CARCINOMA IN SITU DEL OJO",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1540,D,D093,"CARCINOMA IN SITU DE LA GLÁNDULA TIROIDES Y DE OTRAS GLÁNDULAS ENDOCRINAS",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1541,D,D097,"CARCINOMA IN SITU DE OTROS SITIOS ESPECIFICADOS",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1542,D,D099,"CARCINOMA IN SITU, SITIO NO ESPECIFICADO",NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,16Z,16Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1543,D,D10,"TUMOR BENIGNO DE LA BOCA Y DE LA FARINGE",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,NO,NO,NO,25,NO,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
1544,D,D100,"TUMOR BENIGNO DEL LABIO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,17Z,17Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1545,D,D101,"TUMOR BENIGNO DE LA LENGUA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,17Z,17Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1546,D,D102,"TUMOR BENIGNO DEL PISO DE LA BOCA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,17Z,17Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1547,D,D103,"TUMOR BENIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,17Z,17Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1548,D,D104,"TUMOR BENIGNO DE LA AMÍGDALA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,17Z,17Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1549,D,D105,"TUMOR BENIGNO DE OTRAS PARTES DE LA OROFARINGE",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,17Z,17Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,SI,254,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1550,D,D106,"TUMOR BENIGNO DE LA NASOFARINGE",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,17Z,17Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,SI,254,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1551,D,D107,"TUMOR BENIGNO DE LA HIPOFARINGE",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,17Z,17Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,SI,254,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1552,D,D109,"TUMOR BENIGNO DE LA FARINGE, PARTE NO ESPECIFICADA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",047,026,096,NO,NO,NO,SI,999,999,17Z,17Z,79,25,79,NO,NO,NO,NO,4,"CAUSAS NO ESPECIFICADAS",NO,NO,NO,NO,NO,0,SI,254,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
